longitude,latitude,elevation
-123.048291,38.715815,373.1
-123.048319,38.71582,373.2
-123.048345,38.715824,373.3
-123.04837,38.715834,373.4
-123.048396,38.715849,373.5
-123.04842,38.715863,373.6
-123.048442,38.715877,373.7
-123.048462,38.715889,373.8
-123.048483,38.715901,373.8
-123.048506,38.715913,373.9
-123.048526,38.715924,374.0
-123.048546,38.715934,374.0
-123.048563,38.715946,374.1
-123.048583,38.715961,374.2
-123.048602,38.715975,374.2
-123.04862,38.715992,374.3
-123.048642,38.716006,374.3
-123.048664,38.716016,374.4
-123.04869,38.716026,374.4
-123.048713,38.716035,374.4
-123.048738,38.716042,374.5
-123.048765,38.716046,374.5
-123.048793,38.716057,374.5
-123.048819,38.71607,374.6
-123.048845,38.716083,374.6
-123.048863,38.716096,374.7
-123.048877,38.716112,374.8
-123.04889,38.716129,374.8
-123.048901,38.716145,374.9
-123.04891,38.716157,375.0
-123.048919,38.716167,375.1
-123.04893,38.716175,375.2
-123.048939,38.716182,375.2
-123.048947,38.716189,375.3
-123.048955,38.716198,375.4
-123.048964,38.716205,375.5
-123.048974,38.716213,375.6
-123.048985,38.71622,375.7
-123.048995,38.716227,375.8
-123.049005,38.716235,375.9
-123.049015,38.716246,376.0
-123.049026,38.716259,376.2
-123.049031,38.716278,376.4
-123.04903,38.7163,376.6
-123.049022,38.716322,376.8
-123.04901,38.716343,377.0
-123.048996,38.716362,377.2
-123.04898,38.71638,377.4
-123.048958,38.716402,377.6
-123.048935,38.716423,377.7
-123.04891,38.716436,377.8
-123.048887,38.716447,377.8
-123.048863,38.716452,377.8
-123.048836,38.716462,377.9
-123.048813,38.716474,377.9
-123.048794,38.716491,378.0
-123.04878,38.716508,378.1
-123.048772,38.716521,378.2
-123.04877,38.716532,378.3
-123.048773,38.71654,378.3
-123.04878,38.716547,378.4
-123.048787,38.716554,378.5
-123.048791,38.71656,378.6
-123.048801,38.716571,378.7
-123.048809,38.716581,378.9
-123.04882,38.716588,379.0
-123.04883,38.716593,379.1
-123.048843,38.716597,379.3
-123.048858,38.716601,379.5
-123.048873,38.716603,379.6
-123.04889,38.716608,379.8
-123.048907,38.716612,380.0
-123.048924,38.716615,380.2
-123.04894,38.716618,380.4
-123.048955,38.71662,380.6
-123.048969,38.71662,380.7
-123.048983,38.716619,380.8
-123.048998,38.716622,381.0
-123.049014,38.716625,381.1
-123.049031,38.716627,381.3
-123.049047,38.716627,381.4
-123.049064,38.716628,381.6
-123.049082,38.716631,381.7
-123.049107,38.716634,381.7
-123.049133,38.716633,381.6
-123.049161,38.716631,381.6
-123.04919,38.716629,381.6
-123.049217,38.716628,381.5
-123.049246,38.716627,381.5
-123.049275,38.71663,381.4
-123.049303,38.716636,381.3
-123.049327,38.716641,381.2
-123.049349,38.71665,381.0
-123.049369,38.716661,380.9
-123.049387,38.716672,380.8
-123.049405,38.716684,380.6
-123.049423,38.716697,380.4
-123.049446,38.716711,380.1
-123.049471,38.716723,379.9
-123.049498,38.716735,379.6
-123.049529,38.716751,379.2
-123.049559,38.716765,378.9
-123.049587,38.716778,378.6
-123.049614,38.716793,378.4
-123.049638,38.716805,378.2
-123.049662,38.716813,378.2
-123.049682,38.716823,378.1
-123.049701,38.716835,378.0
-123.049718,38.71685,378.0
-123.049733,38.716867,378.0
-123.049746,38.716886,378.0
-123.049761,38.716904,378.0
-123.049775,38.71692,378.1
-123.049792,38.716935,378.1
-123.049808,38.716949,378.2
-123.049822,38.716961,378.2
-123.049835,38.716973,378.3
-123.049846,38.716983,378.4
-123.049857,38.716994,378.4
-123.049871,38.717011,378.5
-123.049886,38.717027,378.6
-123.049899,38.717044,378.7
-123.049911,38.717059,378.7
-123.049923,38.717074,378.8
-123.049934,38.71709,378.9
-123.049944,38.717109,378.9
-123.049949,38.717128,379.0
-123.049953,38.717149,379.0
-123.049956,38.71717,379.0
-123.049961,38.717189,379.0
-123.049967,38.717207,379.0
-123.049976,38.717223,379.0
-123.049988,38.717239,379.0
-123.050002,38.717254,378.9
-123.050016,38.717267,378.9
-123.050034,38.71728,378.9
-123.050058,38.717292,378.9
-123.050084,38.717305,378.9
-123.050107,38.717313,378.9
-123.050133,38.717319,378.9
-123.050158,38.717327,378.9
-123.050182,38.717333,378.9
-123.050206,38.717335,378.9
-123.050228,38.717335,378.9
-123.05025,38.717335,378.9
-123.050274,38.717334,379.0
-123.050297,38.717337,379.0
-123.050321,38.717337,379.0
-123.050345,38.717333,379.0
-123.05037,38.71733,379.0
-123.050393,38.717326,379.0
-123.050417,38.717322,379.0
-123.050441,38.717313,379.0
-123.050465,38.717301,378.9
-123.05049,38.71729,378.9
-123.050516,38.71728,378.8
-123.050544,38.717271,378.7
-123.050574,38.717262,378.6
-123.050605,38.717251,378.5
-123.050635,38.717241,378.4
-123.050666,38.717234,378.3
-123.050696,38.71723,378.2
-123.050724,38.717227,378.1
-123.050754,38.717231,378.0
-123.050783,38.717237,378.0
-123.050807,38.717244,377.9
-123.050841,38.717259,377.9
-123.050867,38.717268,377.9
-123.050892,38.717276,378.0
-123.050918,38.717285,378.0
-123.05094,38.71729,378.1
-123.050959,38.717297,378.2
-123.050978,38.717303,378.3
-123.050996,38.717311,378.4
-123.051013,38.717317,378.5
-123.051029,38.71732,378.6
-123.051043,38.717323,378.7
-123.051058,38.717326,378.8
-123.051071,38.717329,378.9
-123.051087,38.717339,379.0
-123.051104,38.717347,379.2
-123.051121,38.717356,379.3
-123.051132,38.717365,379.4
-123.051144,38.717374,379.5
-123.051155,38.717383,379.6
-123.05117,38.717397,379.7
-123.051186,38.717412,379.8
-123.051206,38.717427,379.9
-123.051225,38.717441,380.0
-123.051242,38.717456,380.1
-123.051256,38.717476,380.1
-123.051268,38.717495,380.1
-123.05128,38.717515,380.2
-123.051292,38.717536,380.1
-123.051308,38.717555,380.1
-123.051325,38.717573,380.0
-123.051346,38.71759,379.9
-123.051371,38.717605,379.8
-123.051396,38.71762,379.7
-123.05142,38.717629,379.6
-123.051445,38.71764,379.6
-123.051476,38.717653,379.4
-123.051502,38.717665,379.4
-123.051526,38.717676,379.3
-123.051547,38.717687,379.3
-123.051563,38.717703,379.2
-123.051579,38.71772,379.2
-123.051592,38.717735,379.2
-123.051608,38.717751,379.2
-123.051625,38.717768,379.2
-123.051642,38.717785,379.3
-123.05166,38.7178,379.3
-123.051679,38.717811,379.3
-123.0517,38.717822,379.4
-123.051719,38.717832,379.5
-123.051734,38.71784,379.5
-123.051747,38.717846,379.6
-123.051761,38.71785,379.7
-123.051775,38.717852,379.8
-123.051792,38.71786,379.9
-123.051809,38.717868,380.0
-123.05183,38.717877,380.1
-123.051846,38.717885,380.3
-123.051861,38.717893,380.4
-123.051878,38.717905,380.6
-123.05189,38.717914,380.7
-123.051899,38.717923,380.8
-123.051907,38.717929,380.9
-123.051918,38.717933,381.0
-123.051931,38.717938,381.1
-123.051946,38.717945,381.2
-123.051964,38.717955,381.4
-123.051981,38.717963,381.5
-123.051997,38.717971,381.7
-123.052012,38.717978,381.8
-123.052028,38.717985,381.9
-123.052044,38.717993,382.1
-123.05206,38.718003,382.2
-123.052079,38.718015,382.4
-123.052097,38.718023,382.6
-123.052118,38.718034,382.8
-123.052138,38.718041,382.9
-123.052157,38.718049,383.1
-123.052177,38.718055,383.2
-123.052195,38.718059,383.4
-123.052212,38.718063,383.5
-123.052225,38.718067,383.6
-123.052236,38.718073,383.7
-123.052245,38.71808,383.8
-123.052252,38.718086,383.9
-123.052257,38.718093,384.0
-123.05226,38.718102,384.1
-123.052263,38.718114,384.2
-123.052265,38.718128,384.4
-123.052266,38.71814,384.5
-123.052269,38.718151,384.6
-123.052271,38.718162,384.7
-123.052272,38.718173,384.9
-123.052272,38.718183,385.0
-123.052274,38.718193,385.1
-123.052274,38.718202,385.1
-123.052275,38.71821,385.2
-123.052277,38.718222,385.3
-123.05228,38.718235,385.5
-123.052281,38.718243,385.5
-123.052282,38.718253,385.6
-123.052281,38.718265,385.7
-123.052281,38.718278,385.8
-123.052283,38.718296,386.0
-123.052282,38.718314,386.1
-123.052282,38.718333,386.2
-123.052281,38.718354,386.4
-123.052284,38.718376,386.5
-123.052286,38.718396,386.6
-123.052291,38.718416,386.8
-123.052299,38.718434,386.9
-123.052307,38.718448,387.0
-123.052313,38.718463,387.1
-123.05232,38.718476,387.2
-123.052331,38.718491,387.3
-123.052347,38.718507,387.5
-123.052355,38.718518,387.6
-123.052363,38.718527,387.7
-123.052371,38.718534,387.8
-123.052387,38.718545,388.0
-123.052402,38.718553,388.2
-123.052415,38.718559,388.3
-123.052428,38.718566,388.4
-123.05244,38.718571,388.5
-123.052454,38.718576,388.6
-123.052468,38.718582,388.8
-123.052484,38.718586,388.9
-123.052499,38.718589,389.0
-123.052515,38.718595,389.1
-123.052532,38.718603,389.2
-123.052551,38.718618,389.4
-123.052569,38.718631,389.5
-123.052593,38.718638,389.6
-123.05262,38.718646,389.6
-123.052647,38.718653,389.7
-123.052672,38.718655,389.7
-123.052706,38.718656,389.7
-123.052733,38.718659,389.8
-123.052761,38.718655,389.8
-123.052787,38.718652,389.8
-123.052814,38.718648,389.8
-123.05284,38.718643,389.8
-123.052861,38.718636,389.8
-123.052883,38.718629,389.8
-123.052905,38.718624,389.8
-123.052926,38.71862,389.8
-123.052944,38.71862,389.9
-123.052959,38.718616,389.9
-123.052972,38.718618,389.9
-123.05299,38.718621,390.0
-123.053007,38.718627,390.0
-123.053022,38.718634,390.1
-123.053038,38.718638,390.2
-123.053059,38.718644,390.3
-123.053082,38.718648,390.5
-123.053102,38.71865,390.7
-123.053117,38.718652,390.8
-123.053132,38.718658,391.0
-123.053145,38.718661,391.2
-123.053156,38.718664,391.3
-123.053167,38.718665,391.5
-123.053177,38.718664,391.6
-123.053189,38.718666,391.8
-123.0532,38.718665,391.9
-123.053212,38.718662,392.1
-123.053221,38.718661,392.3
-123.053231,38.718661,392.5
-123.053238,38.71866,392.6
-123.053245,38.71866,392.7
-123.053254,38.71866,392.9
-123.053263,38.71866,393.0
-123.053274,38.718661,393.2
-123.053284,38.718662,393.4
-123.053294,38.718664,393.6
-123.053303,38.718666,393.8
-123.053314,38.718668,394.0
-123.053325,38.71867,394.2
-123.053334,38.71867,394.3
-123.053341,38.718672,394.5
-123.053349,38.718673,394.6
-123.053357,38.718675,394.8
-123.053368,38.71868,395.0
-123.05338,38.718684,395.2
-123.053391,38.718691,395.5
-123.053399,38.718697,395.7
-123.053407,38.718703,395.9
-123.053411,38.718714,396.1
-123.053414,38.718725,396.3
-123.053418,38.718734,396.5
-123.053418,38.718746,396.8
-123.053417,38.718758,397.0
-123.053417,38.71877,397.2
-123.053418,38.71878,397.3
-123.053416,38.718792,397.5
-123.053418,38.718803,397.7
-123.053417,38.718814,397.9
-123.053413,38.718827,398.1
-123.053408,38.718839,398.2
-123.053404,38.718854,398.4
-123.053398,38.718866,398.6
-123.053391,38.718878,398.7
-123.053385,38.718888,398.9
-123.053379,38.718899,399.0
-123.053377,38.71891,399.1
-123.053374,38.718921,399.3
-123.053372,38.718932,399.4
-123.053371,38.718943,399.6
-123.053373,38.718953,399.7
-123.053377,38.718964,399.8
-123.053383,38.718974,400.0
-123.053389,38.718985,400.1
-123.053396,38.718997,400.3
-123.053404,38.719007,400.5
-123.053412,38.719015,400.6
-123.053419,38.719025,400.8
-123.053425,38.719037,400.9
-123.053434,38.719047,401.1
-123.053443,38.719056,401.2
-123.053449,38.719067,401.4
-123.053455,38.719079,401.6
-123.053463,38.719093,401.7
-123.053473,38.719109,401.9
-123.053478,38.719122,402.0
-123.053484,38.719135,402.1
-123.053493,38.719149,402.2
-123.053502,38.719164,402.3
-123.053513,38.71918,402.4
-123.053523,38.719195,402.4
-123.053533,38.719206,402.5
-123.053544,38.719215,402.5
-123.05356,38.719224,402.4
-123.053582,38.719234,402.4
-123.053606,38.719243,402.3
-123.053633,38.71925,402.1
-123.05366,38.719254,401.9
-123.053689,38.719256,401.7
-123.053717,38.719256,401.4
-123.053742,38.719257,401.1
-123.05377,38.719258,400.8
-123.053801,38.719258,400.4
-123.053831,38.71926,400.0
-123.053862,38.719264,399.5
-123.053889,38.719267,399.0
-123.053916,38.719264,398.6
-123.053944,38.719262,398.2
-123.053973,38.71926,397.7
-123.054003,38.719257,397.2
-123.054034,38.719255,396.8
-123.054064,38.719253,396.4
-123.054094,38.71925,396.0
-123.054123,38.719249,395.7
-123.054159,38.719247,395.3
-123.05419,38.719244,395.1
-123.054218,38.719241,394.8
-123.054243,38.719243,394.6
-123.054269,38.719241,394.4
-123.054293,38.719242,394.2
-123.054318,38.719243,393.9
-123.054344,38.719243,393.6
-123.054371,38.719241,393.3
-123.054396,38.71924,393.0
-123.054424,38.719241,392.6
-123.054451,38.719243,392.2
-123.054481,38.719246,391.8
-123.054511,38.719248,391.3
-123.054541,38.719249,390.9
-123.05457,38.719248,390.5
-123.054597,38.719245,390.1
-123.054621,38.719241,389.8
-123.054644,38.719235,389.6
-123.054665,38.71923,389.3
-123.054688,38.719219,389.1
-123.054713,38.719207,388.8
-123.054735,38.719195,388.6
-123.054758,38.719185,388.4
-123.05478,38.719175,388.2
-123.054804,38.719164,388.0
-123.054827,38.719151,387.8
-123.054848,38.719141,387.6
-123.054864,38.719135,387.5
-123.054883,38.719133,387.3
-123.054901,38.719136,387.2
-123.054922,38.719137,387.0
-123.054942,38.719138,386.8
-123.05496,38.719141,386.7
-123.054978,38.719151,386.5
-123.054998,38.719159,386.3
-123.05502,38.719163,386.0
-123.055041,38.719162,385.8
-123.055065,38.71916,385.6
-123.055088,38.719162,385.4
-123.055112,38.719171,385.1
-123.055134,38.719185,384.8
-123.055149,38.719202,384.5
-123.05516,38.719222,384.2
-123.05517,38.719241,384.0
-123.055182,38.71926,383.5
-123.055197,38.719278,383.1
-123.055215,38.719296,382.7
-123.055236,38.719316,382.1
-123.055253,38.719334,381.7
-123.055272,38.719353,381.2
-123.055289,38.719371,380.8
-123.055312,38.719393,380.3
-123.055332,38.719414,379.9
-123.055345,38.719435,379.5
-123.055359,38.719452,379.2
-123.055372,38.71947,378.9
-123.055393,38.719486,378.7
-123.055398,38.719503,378.5
-123.055405,38.719518,378.4
-123.055411,38.719533,378.3
-123.055411,38.71955,378.2
-123.055411,38.719565,378.1
-123.05541,38.719583,378.1
-123.055406,38.719603,378.1
-123.0554,38.71962,378.1
-123.055394,38.71964,378.1
-123.055386,38.71966,378.1
-123.055377,38.719679,378.2
-123.05537,38.719696,378.3
-123.055364,38.719711,378.4
-123.055359,38.719726,378.4
-123.055354,38.719742,378.5
-123.05535,38.719758,378.6
-123.055347,38.719773,378.7
-123.055344,38.719784,378.8
-123.055338,38.719794,378.9
-123.055334,38.719803,379.0
-123.05533,38.719812,379.0
-123.055326,38.71983,379.2
-123.055321,38.719848,379.3
-123.055317,38.719866,379.4
-123.055312,38.719883,379.5
-123.055304,38.719902,379.7
-123.055295,38.719922,379.8
-123.055289,38.719941,379.9
-123.055283,38.719962,379.9
-123.055276,38.719983,380.0
-123.055266,38.720004,380.0
-123.055255,38.720028,379.9
-123.05524,38.720049,379.9
-123.055224,38.720068,379.8
-123.055208,38.720087,379.6
-123.05519,38.720104,379.5
-123.055172,38.720123,379.3
-123.055149,38.720141,379.1
-123.055126,38.72016,378.9
-123.055103,38.720176,378.7
-123.055077,38.72019,378.5
-123.055047,38.720201,378.3
-123.055018,38.720212,378.1
-123.054987,38.72022,378.0
-123.054956,38.720225,377.8
-123.054925,38.720227,377.7
-123.0549,38.720232,377.6
-123.054872,38.720236,377.5
-123.054844,38.720241,377.4
-123.054816,38.720247,377.3
-123.054788,38.720252,377.2
-123.054759,38.720261,377.1
-123.05473,38.720271,377.0
-123.054703,38.720283,376.9
-123.054678,38.720295,376.8
-123.054657,38.72031,376.7
-123.054639,38.720328,376.6
-123.054625,38.720348,376.5
-123.054615,38.720368,376.3
-123.054608,38.720388,376.2
-123.054604,38.720409,376.0
-123.054601,38.72043,375.8
-123.054601,38.720452,375.6
-123.054603,38.720473,375.4
-123.054609,38.7205,375.1
-123.054613,38.720529,374.7
-123.054615,38.720559,374.3
-123.054609,38.720587,373.9
-123.054599,38.720611,373.5
-123.054589,38.720634,373.2
-123.054574,38.720656,372.8
-123.054558,38.720676,372.5
-123.054538,38.720698,372.2
-123.054518,38.720717,371.9
-123.054494,38.720736,371.7
-123.054468,38.720755,371.4
-123.054441,38.72077,371.2
-123.054416,38.720784,371.0
-123.054392,38.720796,370.9
-123.054367,38.720809,370.7
-123.054341,38.720823,370.6
-123.054316,38.720836,370.4
-123.054294,38.720856,370.3
-123.054272,38.720872,370.1
-123.054255,38.720895,369.9
-123.054236,38.720917,369.7
-123.054213,38.720939,369.4
-123.054191,38.720966,369.2
-123.054169,38.720993,368.8
-123.05415,38.721019,368.5
-123.054133,38.721043,368.2
-123.054114,38.721064,368.0
-123.054096,38.721084,367.7
-123.054078,38.721104,367.5
-123.05406,38.721125,367.2
-123.054039,38.721148,367.0
-123.054018,38.721171,366.7
-123.053997,38.721192,366.5
-123.053977,38.721212,366.3
-123.053956,38.72123,366.1
-123.053932,38.72125,365.8
-123.053904,38.721269,365.5
-123.053873,38.721283,365.2
-123.053843,38.7213,364.8
-123.053814,38.721321,364.4
-123.053787,38.721341,364.0
-123.05376,38.721365,363.5
-123.053737,38.721388,363.0
-123.053716,38.721413,362.6
-123.053694,38.721438,362.1
-123.053673,38.721466,361.6
-123.053653,38.721494,361.1
-123.053635,38.721518,360.7
-123.053621,38.72154,360.4
-123.053607,38.72156,360.1
-123.053595,38.721583,359.9
-123.053584,38.721606,359.6
-123.05357,38.72163,359.4
-123.053558,38.721654,359.1
-123.053542,38.721678,359.0
-123.053528,38.721703,358.8
-123.053514,38.721726,358.7
-123.053502,38.721748,358.6
-123.053494,38.721772,358.5
-123.053485,38.721794,358.5
-123.053476,38.721813,358.4
-123.053467,38.721833,358.4
-123.053457,38.721852,358.3
-123.053449,38.721872,358.3
-123.053437,38.721892,358.2
-123.053422,38.72191,358.2
-123.053405,38.721929,358.1
-123.053382,38.721946,358.0
-123.053358,38.721962,357.9
-123.053332,38.721975,357.8
-123.053304,38.721987,357.6
-123.053273,38.722,357.4
-123.053241,38.722013,357.1
-123.053206,38.722024,356.8
-123.053171,38.722034,356.5
-123.053137,38.722046,356.2
-123.053105,38.722059,355.8
-123.053073,38.722071,355.5
-123.053043,38.722086,355.2
-123.053015,38.7221,355.0
-123.052991,38.722117,354.7
-123.052965,38.72213,354.5
-123.052937,38.722145,354.3
-123.052911,38.722155,354.1
-123.052887,38.722164,354.0
-123.052865,38.722179,353.8
-123.052844,38.722195,353.6
-123.052824,38.722211,353.4
-123.052807,38.722227,353.2
-123.052788,38.722247,352.9
-123.05277,38.722272,352.5
-123.052754,38.722298,352.1
-123.052738,38.722324,351.7
-123.052724,38.722351,351.2
-123.052712,38.722377,350.7
-123.052703,38.722403,350.2
-123.052692,38.722429,349.7
-123.052673,38.722456,349.2
-123.052652,38.722483,348.6
-123.052631,38.722504,348.1
-123.052607,38.72252,347.7
-123.052582,38.722535,347.3
-123.052556,38.722548,347.0
-123.052527,38.722558,346.6
-123.052498,38.722565,346.3
-123.052467,38.722569,345.9
-123.052432,38.722571,345.5
-123.052396,38.722571,345.1
-123.05236,38.722572,344.7
-123.052322,38.722574,344.2
-123.052286,38.722575,343.8
-123.05225,38.722575,343.3
-123.052215,38.722577,342.9
-123.052181,38.722579,342.4
-123.052145,38.722582,342.0
-123.05211,38.722585,341.5
-123.052072,38.722589,341.0
-123.052034,38.722592,340.6
-123.051996,38.722595,340.2
-123.051961,38.7226,339.8
-123.051927,38.722606,339.4
-123.051893,38.722612,339.1
-123.051861,38.722617,338.9
-123.05183,38.722623,338.7
-123.051799,38.72263,338.5
-123.051771,38.72264,338.3
-123.051741,38.72264,338.2
-123.05171,38.722638,338.1
-123.051681,38.722636,337.9
-123.051652,38.722636,337.8
-123.051624,38.72264,337.7
-123.051595,38.72264,337.6
-123.051564,38.722644,337.4
-123.051534,38.722647,337.3
-123.051504,38.722646,337.1
-123.051473,38.722646,336.9
-123.051438,38.722647,336.6
-123.051401,38.722646,336.3
-123.051362,38.722647,336.0
-123.051323,38.722648,335.7
-123.051286,38.72265,335.4
-123.051252,38.722652,335.1
-123.051217,38.722652,334.9
-123.051185,38.722658,334.7
-123.051156,38.722663,334.6
-123.051129,38.72267,334.5
-123.0511,38.722675,334.4
-123.051071,38.722681,334.3
-123.05104,38.722685,334.3
-123.051009,38.722689,334.3
-123.050977,38.722694,334.3
-123.050948,38.722703,334.4
-123.050918,38.722704,334.5
-123.050892,38.722711,334.5
-123.050865,38.722711,334.6
-123.050837,38.722711,334.7
-123.050811,38.722712,334.8
-123.050785,38.722712,334.9
-123.05076,38.722713,335.0
-123.050733,38.722717,335.1
-123.050707,38.722719,335.3
-123.05068,38.722718,335.4
-123.050651,38.722722,335.5
-123.050625,38.722718,335.6
-123.050595,38.722712,335.8
-123.050568,38.722711,335.9
-123.05054,38.722718,336.0
-123.050515,38.722724,336.1
-123.050489,38.722728,336.2
-123.050461,38.722729,336.3
-123.050433,38.722728,336.4
-123.050406,38.722721,336.4
-123.050381,38.722719,336.4
-123.050354,38.722718,336.4
-123.05033,38.722719,336.4
-123.050303,38.722718,336.3
-123.050274,38.722716,336.2
-123.050243,38.722713,336.1
-123.050212,38.722718,335.9
-123.050175,38.722716,335.6
-123.050138,38.722718,335.2
-123.050097,38.722718,334.8
-123.050057,38.722721,334.3
-123.050015,38.72272,333.9
-123.049972,38.722717,333.4
-123.049928,38.722715,332.9
-123.049888,38.722713,332.6
-123.049851,38.722713,332.3
-123.049817,38.722709,332.1
-123.049783,38.722706,331.9
-123.049752,38.722705,331.8
-123.049721,38.722704,331.7
-123.049691,38.722704,331.7
-123.04966,38.722703,331.7
-123.049633,38.722701,331.7
-123.049608,38.722697,331.7
-123.049581,38.72269,331.8
-123.049558,38.722683,331.9
-123.04954,38.72268,332.0
-123.049526,38.722676,332.0
-123.049511,38.722672,332.1
-123.049498,38.722668,332.2
-123.049484,38.722665,332.2
-123.049468,38.722663,332.3
-123.04945,38.722662,332.5
-123.049433,38.722661,332.6
-123.049416,38.722659,332.7
-123.049401,38.722657,332.8
-123.049385,38.722655,332.9
-123.04937,38.722652,333.0
-123.049357,38.722649,333.2
-123.049342,38.722645,333.3
-123.049327,38.722639,333.4
-123.049313,38.722633,333.6
-123.049298,38.722629,333.7
-123.049283,38.722625,333.9
-123.049268,38.722621,334.1
-123.049253,38.722614,334.2
-123.04924,38.72261,334.4
-123.049226,38.722604,334.5
-123.049213,38.722593,334.7
-123.049202,38.722585,334.9
-123.049194,38.722576,335.0
-123.049185,38.722566,335.2
-123.049177,38.722552,335.4
-123.049171,38.722539,335.6
-123.049163,38.722531,335.7
-123.049153,38.722524,335.8
-123.049143,38.722517,336.0
-123.049133,38.722508,336.1
-123.049121,38.722498,336.3
-123.049112,38.72249,336.4
-123.049104,38.722481,336.6
-123.049093,38.722476,336.7
-123.049083,38.72247,336.8
-123.049077,38.722468,336.9
-123.049075,38.722465,337.0
-123.049069,38.722457,337.1
-123.049057,38.722446,337.3
-123.049046,38.722433,337.5
-123.049039,38.722425,337.6
-123.049028,38.722416,337.8
-123.049014,38.722406,338.0
-123.049006,38.722398,338.1
-123.048995,38.722386,338.3
-123.048984,38.722376,338.5
-123.048972,38.722366,338.7
-123.048958,38.722352,338.9
-123.048942,38.722337,339.2
-123.048929,38.722329,339.3
-123.048923,38.722327,339.4
-123.048914,38.722324,339.5
-123.048907,38.72232,339.6
-123.048899,38.722314,339.7
-123.048889,38.72231,339.8
-123.048874,38.722311,340.0
-123.048862,38.72231,340.1
-123.048845,38.722304,340.3
-123.048831,38.7223,340.5
-123.04882,38.722299,340.6
-123.048807,38.722293,340.7
-123.048796,38.722288,340.9
-123.04878,38.72228,341.0
-123.048763,38.722274,341.2
-123.048748,38.722271,341.3
-123.04873,38.722271,341.5
-123.048714,38.722267,341.6
-123.048696,38.722261,341.7
-123.048683,38.722255,341.8
-123.048675,38.722253,341.8
-123.048665,38.722253,341.9
-123.04865,38.722255,342.0
-123.048638,38.722255,342.0
-123.04862,38.722257,342.0
-123.048601,38.72226,342.1
-123.048577,38.722263,342.1
-123.048549,38.722262,342.1
-123.048516,38.722261,342.1
-123.048482,38.722259,342.0
-123.048447,38.722253,341.9
-123.048413,38.72225,341.7
-123.048379,38.722245,341.6
-123.048348,38.722239,341.5
-123.048316,38.722234,341.3
-123.048285,38.722231,341.3
-123.048256,38.722225,341.2
-123.048228,38.722219,341.1
-123.0482,38.722213,341.1
-123.04817,38.722207,341.1
-123.048142,38.7222,341.1
-123.048115,38.722191,341.2
-123.048088,38.722181,341.2
-123.048062,38.722172,341.3
-123.04804,38.722169,341.4
-123.048022,38.722166,341.5
-123.048005,38.722161,341.6
-123.047987,38.722156,341.7
-123.047969,38.722153,341.9
-123.047954,38.722152,342.0
-123.047939,38.722149,342.1
-123.047927,38.722143,342.2
-123.047911,38.722135,342.3
-123.047895,38.722128,342.5
-123.047877,38.722119,342.7
-123.047858,38.722113,342.8
-123.047841,38.722106,343.0
-123.047827,38.722099,343.1
-123.047815,38.722095,343.2
-123.047804,38.722091,343.3
-123.04779,38.722087,343.5
-123.047775,38.722083,343.6
-123.047758,38.722077,343.7
-123.04774,38.72207,343.9
-123.047721,38.722061,344.1
-123.0477,38.722054,344.2
-123.047682,38.722046,344.4
-123.047664,38.72204,344.5
-123.047648,38.722033,344.6
-123.04763,38.722026,344.8
-123.047614,38.72202,344.9
-123.047599,38.722016,345.0
-123.047583,38.722011,345.1
-123.047566,38.722005,345.3
-123.04755,38.721998,345.4
-123.047534,38.721991,345.5
-123.047518,38.721985,345.6
-123.047499,38.721979,345.7
-123.047479,38.721972,345.8
-123.047459,38.721965,346.0
-123.04744,38.721958,346.1
-123.047423,38.72195,346.2
-123.047405,38.721942,346.2
-123.047387,38.721933,346.3
-123.047369,38.721923,346.4
-123.047351,38.721915,346.4
-123.047331,38.721908,346.5
-123.047313,38.721902,346.5
-123.047299,38.721894,346.5
-123.047284,38.721885,346.5
-123.047272,38.721876,346.5
-123.047257,38.721865,346.5
-123.047238,38.721852,346.5
-123.047214,38.721839,346.4
-123.047192,38.721825,346.3
-123.047165,38.721811,346.1
-123.047139,38.721794,346.0
-123.047112,38.721777,345.8
-123.047087,38.721761,345.6
-123.047061,38.721744,345.5
-123.047037,38.721725,345.4
-123.047014,38.721708,345.3
-123.046994,38.721689,345.3
-123.046977,38.721672,345.2
-123.046963,38.721652,345.1
-123.046948,38.721631,345.1
-123.046933,38.721607,345.0
-123.04692,38.721584,345.0
-123.046902,38.721561,345.0
-123.046886,38.721539,345.0
-123.046868,38.721521,345.0
-123.046849,38.721501,345.0
-123.046834,38.721486,345.1
-123.046821,38.721471,345.1
-123.046809,38.721459,345.2
-123.046793,38.721446,345.2
-123.046779,38.721435,345.3
-123.046764,38.721425,345.3
-123.04675,38.721416,345.4
-123.046737,38.721407,345.5
-123.046725,38.721398,345.5
-123.046712,38.721391,345.6
-123.0467,38.721384,345.6
-123.046686,38.721378,345.7
-123.046671,38.721371,345.7
-123.046657,38.721364,345.8
-123.046644,38.721357,345.9
-123.04663,38.721352,345.9
-123.046613,38.721348,346.0
-123.046594,38.721342,346.0
-123.046577,38.721338,346.1
-123.046561,38.721331,346.1
-123.046546,38.721324,346.2
-123.046528,38.721318,346.2
-123.046507,38.721311,346.3
-123.046486,38.721302,346.4
-123.046461,38.72129,346.4
-123.046437,38.721279,346.5
-123.046413,38.721266,346.6
-123.046391,38.721252,346.6
-123.04637,38.721237,346.7
-123.04635,38.721223,346.7
-123.046334,38.721209,346.8
-123.046315,38.721195,346.8
