longitude,latitude,elevation
-123.080797,38.705018,169.2
-123.080805,38.704997,169.0
-123.08081,38.704978,168.9
-123.08082,38.704958,168.8
-123.080828,38.704933,168.6
-123.080838,38.704908,168.5
-123.080845,38.704881,168.5
-123.080848,38.704855,168.4
-123.080861,38.704833,168.3
-123.080878,38.704813,168.3
-123.080892,38.704791,168.3
-123.080908,38.704777,168.3
-123.080929,38.704762,168.3
-123.080944,38.704748,168.3
-123.080953,38.704734,168.3
-123.080963,38.704722,168.3
-123.080969,38.704708,168.4
-123.08098,38.704694,168.4
-123.080997,38.704677,168.4
-123.081009,38.70466,168.5
-123.081029,38.70464,168.6
-123.081053,38.704622,168.6
-123.081077,38.70461,168.7
-123.081097,38.704604,168.8
-123.081117,38.704597,168.9
-123.081137,38.704586,168.9
-123.081151,38.704579,169.0
-123.081165,38.704573,169.1
-123.081168,38.704561,169.2
-123.081166,38.704551,169.2
-123.081167,38.704539,169.3
-123.081168,38.704525,169.4
-123.081167,38.704507,169.5
-123.081165,38.704493,169.6
-123.081164,38.70448,169.7
-123.081167,38.704464,169.8
-123.081166,38.704447,170.0
-123.08117,38.704427,170.1
-123.081173,38.704406,170.3
-123.081178,38.704385,170.5
-123.081188,38.704364,170.7
-123.081209,38.704347,170.9
-123.081234,38.704331,171.1
-123.081257,38.704323,171.2
-123.08128,38.704323,171.4
-123.081298,38.70432,171.5
-123.081313,38.704317,171.6
-123.08133,38.704317,171.7
-123.081346,38.704315,171.8
-123.081364,38.704319,171.9
-123.081377,38.704329,171.9
-123.081384,38.704338,172.0
-123.081384,38.704348,172.0
-123.081382,38.704353,172.1
-123.081383,38.70435,172.1
-123.081387,38.704347,172.1
-123.081395,38.704345,172.1
-123.081408,38.704344,172.2
-123.081414,38.704345,172.2
-123.081414,38.704347,172.2
-123.081412,38.70435,172.2
-123.08141,38.704354,172.2
-123.08141,38.704357,172.2
-123.081407,38.704359,172.2
-123.081405,38.704362,172.2
-123.081408,38.704368,172.3
-123.081411,38.704376,172.3
-123.081415,38.704384,172.3
-123.081421,38.704392,172.3
-123.081425,38.704404,172.3
-123.08143,38.704418,172.3
-123.081435,38.704428,172.3
-123.08144,38.704439,172.3
-123.081449,38.704451,172.3
-123.081457,38.704462,172.3
-123.081461,38.704473,172.3
-123.081466,38.70448,172.3
-123.081472,38.704485,172.3
-123.081478,38.704493,172.2
-123.081487,38.704497,172.2
-123.081498,38.704503,172.2
-123.081506,38.704505,172.2
-123.081516,38.70451,172.2
-123.081525,38.704509,172.1
-123.081533,38.704508,172.1
-123.081546,38.704504,172.1
-123.081556,38.704503,172.1
-123.081565,38.7045,172.0
-123.081571,38.704498,172.0
-123.08158,38.704495,172.0
-123.081591,38.704492,171.9
-123.081607,38.704496,171.9
-123.081616,38.7045,171.8
-123.081623,38.704507,171.8
-123.081632,38.704514,171.7
-123.081642,38.704523,171.6
-123.081648,38.704532,171.6
-123.081652,38.704542,171.5
-123.081655,38.704549,171.5
-123.081655,38.70456,171.4
-123.081657,38.704569,171.3
-123.081657,38.704578,171.2
-123.081658,38.704588,171.2
-123.081661,38.704596,171.1
-123.081664,38.704603,171.0
-123.081669,38.704609,171.0
-123.081677,38.704617,170.9
-123.08168,38.70462,170.8
-123.081692,38.70463,170.7
-123.081701,38.704634,170.6
-123.081711,38.704637,170.5
-123.081722,38.704643,170.4
-123.081735,38.704654,170.3
-123.081743,38.704666,170.1
-123.081746,38.704681,169.9
-123.081747,38.704696,169.8
-123.081744,38.704711,169.6
-123.081731,38.704726,169.3
-123.08172,38.704744,169.1
-123.081712,38.70476,168.8
-123.081712,38.704775,168.6
-123.081724,38.704789,168.3
-123.081738,38.704797,168.1
-123.08176,38.7048,167.8
-123.081787,38.704798,167.5
-123.081813,38.704799,167.1
-123.081835,38.70481,166.8
-123.081852,38.704824,166.4
-123.081857,38.70484,166.1
-123.081859,38.704857,165.8
-123.081847,38.704873,165.5
-123.081832,38.704888,165.2
-123.081825,38.704902,164.9
-123.081828,38.704912,164.7
-123.081845,38.704916,164.4
-123.081871,38.704917,164.0
-123.0819,38.704918,163.6
-123.081926,38.704914,163.2
-123.081946,38.704904,162.9
-123.08197,38.704894,162.5
-123.082,38.70488,162.0
-123.08202,38.704862,161.5
-123.082035,38.704844,161.1
-123.082053,38.704826,160.7
-123.082066,38.704807,160.3
-123.082074,38.704785,159.8
-123.082087,38.704763,159.4
-123.082105,38.704741,158.9
-123.082118,38.704721,158.5
-123.082142,38.70471,158.1
-123.082163,38.704698,157.8
-123.082187,38.704686,157.4
-123.082209,38.704674,157.1
-123.08223,38.704659,156.7
-123.082252,38.704644,156.4
-123.082273,38.704629,156.1
-123.082293,38.704618,155.9
-123.082313,38.704608,155.7
-123.082337,38.704604,155.5
-123.082363,38.704599,155.2
-123.082389,38.704591,155.0
-123.082414,38.704585,154.8
-123.082438,38.704581,154.6
-123.082476,38.704572,154.4
-123.08251,38.704565,154.2
-123.082545,38.704551,153.9
-123.082568,38.704542,153.8
-123.08259,38.704536,153.7
-123.082607,38.704524,153.5
-123.08263,38.704512,153.4
-123.082655,38.704497,153.2
-123.082677,38.704483,153.1
-123.0827,38.704467,153.0
-123.082727,38.704452,152.9
-123.082751,38.704436,152.8
-123.082782,38.704415,152.6
-123.0828,38.704397,152.5
-123.082815,38.704378,152.5
-123.082833,38.704366,152.4
-123.082851,38.704354,152.3
-123.082866,38.70434,152.3
-123.082882,38.704328,152.3
-123.082899,38.704315,152.2
-123.08291,38.704302,152.2
-123.082923,38.704288,152.2
-123.082932,38.704277,152.1
-123.082938,38.704265,152.1
-123.082945,38.704255,152.1
-123.082948,38.704243,152.1
-123.082951,38.704229,152.1
-123.082958,38.704214,152.0
-123.082962,38.704197,152.0
-123.082967,38.704181,152.0
-123.082972,38.704165,152.0
-123.082976,38.70415,152.0
-123.082973,38.704129,152.1
-123.082962,38.704106,152.1
-123.082952,38.704086,152.1
-123.082946,38.704068,152.2
-123.082937,38.704048,152.2
-123.082935,38.704033,152.3
-123.08293,38.704021,152.3
-123.082925,38.704008,152.4
-123.082926,38.703999,152.4
-123.082926,38.70399,152.5
-123.082926,38.703981,152.5
-123.082927,38.70397,152.6
-123.082929,38.703958,152.6
-123.082932,38.703946,152.7
-123.082932,38.703932,152.8
-123.082936,38.703919,152.9
-123.082938,38.703906,152.9
-123.082939,38.703888,153.1
-123.082944,38.703869,153.2
-123.082944,38.703849,153.4
-123.082946,38.70383,153.5
-123.082944,38.703814,153.7
-123.082944,38.703798,153.8
-123.082941,38.703779,154.0
-123.082932,38.703759,154.2
-123.082917,38.70374,154.5
-123.0829,38.70372,154.7
-123.082888,38.703702,154.9
-123.082876,38.703685,155.1
-123.082864,38.703667,155.3
-123.082853,38.703648,155.5
-123.08284,38.70363,155.7
-123.082828,38.703609,156.0
-123.082816,38.703587,156.2
-123.082806,38.703565,156.4
-123.082801,38.703544,156.6
-123.082801,38.703527,156.8
-123.082804,38.70351,157.0
-123.082803,38.703492,157.1
-123.082799,38.703472,157.3
-123.082799,38.70345,157.4
-123.082798,38.703427,157.6
-123.082803,38.703408,157.7
-123.082806,38.703388,157.9
-123.08281,38.703365,158.0
-123.08282,38.703343,158.1
-123.082833,38.703322,158.2
-123.082851,38.703301,158.3
-123.082878,38.703286,158.3
-123.082908,38.703277,158.3
-123.082929,38.703267,158.3
-123.082951,38.703263,158.3
-123.082975,38.703252,158.2
-123.082995,38.703241,158.2
-123.083014,38.703226,158.1
-123.083031,38.703212,158.0
-123.083048,38.703204,157.9
-123.083068,38.703196,157.8
-123.083092,38.703186,157.6
-123.083115,38.703174,157.4
-123.08314,38.703161,157.2
-123.083168,38.703152,156.9
-123.083193,38.703139,156.6
-123.083221,38.703125,156.3
-123.083248,38.703118,156.0
-123.08327,38.703111,155.8
-123.083293,38.703103,155.5
-123.083319,38.703092,155.1
-123.083341,38.70308,154.8
-123.083362,38.703063,154.4
-123.083384,38.703052,154.1
-123.083408,38.703039,153.7
-123.083429,38.703023,153.4
-123.08345,38.703011,153.0
-123.083474,38.703005,152.7
-123.083498,38.702997,152.4
-123.083517,38.702989,152.1
-123.083542,38.702978,151.8
-123.083564,38.702971,151.5
-123.083592,38.702965,151.1
-123.083626,38.702957,150.7
-123.083654,38.702945,150.4
-123.083679,38.702935,150.1
-123.083705,38.702921,149.8
-123.08373,38.702909,149.5
-123.083756,38.702899,149.2
-123.083784,38.702885,148.9
-123.083809,38.70287,148.6
-123.083839,38.702855,148.3
-123.083866,38.702841,148.1
-123.08389,38.702828,147.9
-123.083913,38.702819,147.7
-123.083938,38.702815,147.5
-123.083964,38.702813,147.3
-123.083988,38.702812,147.1
-123.084015,38.702811,146.9
-123.084043,38.702811,146.7
-123.084069,38.702812,146.6
-123.084095,38.702817,146.4
-123.084122,38.702826,146.2
-123.084146,38.702839,146.1
-123.084168,38.702861,145.9
-123.084187,38.702881,145.8
-123.084205,38.702898,145.7
-123.084216,38.70291,145.6
-123.084229,38.702913,145.5
-123.08424,38.702917,145.5
-123.084255,38.70292,145.4
-123.084275,38.702921,145.3
-123.084289,38.702924,145.3
-123.084306,38.702927,145.2
-123.08432,38.702931,145.2
-123.084334,38.702943,145.1
-123.084343,38.702959,145.0
-123.084354,38.702972,145.0
-123.084372,38.702977,144.9
-123.084395,38.702981,144.9
-123.084413,38.702986,144.9
-123.084429,38.702994,144.8
-123.08444,38.703002,144.8
-123.084446,38.70301,144.8
-123.08445,38.703014,144.8
-123.084451,38.703013,144.8
-123.084453,38.703017,144.8
-123.084456,38.703019,144.8
-123.084458,38.703025,144.7
-123.084463,38.703037,144.7
-123.084465,38.703041,144.7
-123.084467,38.703048,144.7
-123.084467,38.703055,144.7
-123.084478,38.703067,144.7
-123.084481,38.703079,144.7
-123.084482,38.703086,144.7
-123.084489,38.703094,144.7
-123.084498,38.703104,144.7
-123.084512,38.703112,144.7
-123.084529,38.70312,144.7
-123.084551,38.703123,144.8
-123.08458,38.703127,144.8
-123.084607,38.703125,144.8
-123.084635,38.703127,144.8
-123.084663,38.703126,144.9
-123.084691,38.703125,144.9
-123.08472,38.703126,144.9
-123.084754,38.703122,144.9
-123.084785,38.703126,144.9
-123.084812,38.703134,144.9
-123.084833,38.703138,144.8
-123.084855,38.703152,144.8
-123.084873,38.703167,144.7
-123.084889,38.703183,144.7
-123.084899,38.703199,144.6
-123.084904,38.703212,144.6
-123.08491,38.703227,144.5
-123.084918,38.703241,144.4
-123.084927,38.70325,144.4
-123.084942,38.703258,144.3
-123.084964,38.703259,144.3
-123.084986,38.703258,144.2
-123.085004,38.703256,144.1
-123.085023,38.703251,144.1
-123.085044,38.703246,144.0
-123.085066,38.703236,143.9
-123.08509,38.70322,143.9
-123.08511,38.703204,143.8
-123.085126,38.703187,143.7
-123.085139,38.703167,143.7
-123.085146,38.703149,143.7
-123.085154,38.703134,143.7
-123.085164,38.703121,143.7
-123.085173,38.70311,143.7
-123.085188,38.703103,143.7
-123.085205,38.7031,143.7
-123.085221,38.703098,143.7
-123.085237,38.7031,143.7
-123.085252,38.703104,143.8
-123.085265,38.703112,143.8
-123.085274,38.703123,143.8
-123.085277,38.703133,143.8
-123.085276,38.703144,143.9
-123.085272,38.703156,143.9
-123.085269,38.703167,143.9
-123.085264,38.703177,144.0
-123.08526,38.703188,144.0
-123.085258,38.703198,144.0
-123.085256,38.703207,144.1
-123.085257,38.703216,144.1
-123.085256,38.703226,144.1
-123.08526,38.703236,144.2
-123.085264,38.703243,144.2
-123.085271,38.703248,144.2
-123.085277,38.703253,144.3
-123.085284,38.703258,144.3
-123.085293,38.703261,144.3
-123.085303,38.703266,144.4
-123.085313,38.703268,144.4
-123.085327,38.703269,144.5
-123.085336,38.703269,144.5
-123.085347,38.703268,144.6
-123.085357,38.70327,144.6
-123.085364,38.703271,144.6
-123.085379,38.703277,144.7
-123.085386,38.703289,144.8
-123.085391,38.703293,144.8
-123.085398,38.703299,144.8
-123.085403,38.703304,144.9
-123.085407,38.703311,144.9
-123.08541,38.703318,145.0
-123.085412,38.703326,145.0
-123.085419,38.703338,145.1
-123.085423,38.703346,145.1
-123.085433,38.703358,145.2
-123.085439,38.70337,145.3
-123.085445,38.703381,145.4
-123.085454,38.703392,145.5
-123.08546,38.703403,145.6
-123.085466,38.703414,145.7
-123.085469,38.703423,145.7
-123.085473,38.703432,145.8
-123.085479,38.703437,145.9
-123.085487,38.703445,145.9
-123.085499,38.703452,146.0
-123.085509,38.703456,146.1
-123.085518,38.703462,146.2
-123.085529,38.703466,146.2
-123.085541,38.703467,146.3
-123.085554,38.703467,146.4
-123.085566,38.70347,146.5
-123.085579,38.703466,146.6
-123.085595,38.703459,146.7
-123.085608,38.703458,146.8
-123.085623,38.703454,146.9
-123.085638,38.703451,147.1
-123.085652,38.703449,147.2
-123.085667,38.703449,147.3
-123.085681,38.703449,147.4
-123.085693,38.70345,147.5
-123.085706,38.703449,147.6
-123.085719,38.70345,147.7
-123.085732,38.703449,147.8
-123.085742,38.703448,147.8
-123.085758,38.703445,148.0
-123.085771,38.703445,148.1
-123.085786,38.703447,148.2
-123.085798,38.703448,148.3
-123.085808,38.70345,148.4
-123.085815,38.703451,148.4
-123.085821,38.703448,148.5
-123.085832,38.703446,148.6
-123.085841,38.703443,148.7
-123.085858,38.70344,148.8
-123.085872,38.703433,149.0
-123.085883,38.703431,149.1
-123.085898,38.70343,149.2
-123.085911,38.703429,149.4
-123.085924,38.703426,149.5
-123.085933,38.703425,149.6
-123.085947,38.703425,149.7
-123.085961,38.703425,149.9
-123.085974,38.703423,150.0
-123.085983,38.70342,150.1
-123.085998,38.703417,150.3
-123.08601,38.703407,150.5
-123.086022,38.703395,150.7
-123.086031,38.703387,150.9
-123.086039,38.70338,151.0
-123.086041,38.703371,151.1
-123.086047,38.703369,151.2
-123.086052,38.70337,151.3
-123.086053,38.70337,151.3
-123.086052,38.703371,151.3
-123.08605,38.70337,151.3
-123.086047,38.703369,151.4
-123.08604,38.703371,151.5
-123.086032,38.70337,151.6
-123.086034,38.703373,151.6
-123.086037,38.703373,151.7
-123.08603,38.703373,151.7
-123.086026,38.703374,151.8
-123.086025,38.703373,151.8
-123.086018,38.70337,151.9
-123.086014,38.703369,152.0
-123.086013,38.70337,152.0
-123.086013,38.70337,152.0
-123.086015,38.703369,152.0
-123.086016,38.703366,152.1
-123.086012,38.703368,152.1
-123.08601,38.703367,152.2
-123.086005,38.703365,152.3
-123.086005,38.703367,152.3
-123.086015,38.703373,152.5
-123.086029,38.703377,152.7
-123.086046,38.703379,152.9
-123.086056,38.703382,153.0
-123.08606,38.703381,153.1
-123.086066,38.703383,153.2
-123.086069,38.703388,153.3
-123.086072,38.703387,153.3
-123.086076,38.703393,153.5
-123.086077,38.703394,153.5
-123.08607,38.703391,153.6
-123.08607,38.70339,153.6
-123.08607,38.703393,153.7
-123.086071,38.703393,153.7
-123.086073,38.703392,153.7
-123.086074,38.703391,153.8
-123.086077,38.703391,153.8
-123.086077,38.703395,153.9
-123.086076,38.703395,153.9
-123.086076,38.703396,153.9
-123.086072,38.703397,154.0
-123.086072,38.703397,154.0
-123.086072,38.703397,154.0
-123.086074,38.703397,154.0
-123.086071,38.703396,154.1
-123.086072,38.703396,154.1
-123.086079,38.703403,154.2
-123.08608,38.703401,154.3
-123.086079,38.703397,154.4
-123.086078,38.703398,154.4
-123.086081,38.7034,154.5
-123.086081,38.7034,154.5
-123.086081,38.703402,154.5
-123.086082,38.703402,154.5
-123.086083,38.703404,154.5
-123.086082,38.703404,154.6
-123.08608,38.7034,154.6
-123.086082,38.7034,154.7
-123.086085,38.703397,154.8
-123.086086,38.703394,154.8
-123.086082,38.703388,154.9
-123.086083,38.703386,155.0
-123.08608,38.703385,155.0
-123.086083,38.703385,155.1
-123.086085,38.703384,155.1
-123.086088,38.703385,155.2
-123.08609,38.703385,155.2
-123.086091,38.703383,155.2
-123.086093,38.70338,155.3
-123.086093,38.703381,155.3
-123.086094,38.703382,155.4
-123.086094,38.703386,155.4
-123.086092,38.703388,155.5
-123.086092,38.70339,155.5
-123.086092,38.703392,155.6
-123.086092,38.703392,155.6
-123.086094,38.70339,155.6
-123.086094,38.70339,155.6
-123.086094,38.70339,155.6
-123.086097,38.703392,155.7
-123.086098,38.703393,155.7
-123.086097,38.703394,155.7
-123.086097,38.70339,155.8
-123.086098,38.703389,155.8
-123.086099,38.703388,155.9
-123.0861,38.703386,155.9
-123.086102,38.703385,155.9
-123.086104,38.703388,156.0
-123.086095,38.703391,156.1
-123.086092,38.703391,156.2
-123.086094,38.703394,156.3
-123.086094,38.703394,156.3
-123.086091,38.703392,156.3
-123.086089,38.70339,156.4
-123.086088,38.703387,156.4
-123.086091,38.703387,156.5
-123.086089,38.703384,156.5
-123.086085,38.703382,156.6
-123.086082,38.703382,156.7
-123.086081,38.703381,156.7
-123.086079,38.70338,156.7
-123.08608,38.703382,156.8
-123.08608,38.703383,156.8
-123.086079,38.703383,156.8
-123.086078,38.703384,156.8
-123.086079,38.703385,156.8
-123.086077,38.703384,156.9
-123.086077,38.703385,156.9
-123.086081,38.703387,157.0
-123.086082,38.703387,157.0
-123.086087,38.703392,157.1
-123.086088,38.703392,157.1
-123.086089,38.703395,157.2
-123.086087,38.703393,157.2
-123.086092,38.703391,157.3
-123.086094,38.703388,157.4
-123.086094,38.703384,157.5
-123.086097,38.703381,157.5
-123.0861,38.703378,157.6
-123.086105,38.703378,157.7
-123.086108,38.703377,157.7
-123.08611,38.703377,157.8
-123.086109,38.703377,157.8
-123.086112,38.703369,158.0
-123.086114,38.703365,158.0
-123.086114,38.703361,158.1
-123.086117,38.703359,158.2
-123.086117,38.70336,158.2
-123.086115,38.703358,158.2
-123.086115,38.703359,158.3
-123.086112,38.70336,158.3
-123.086105,38.703366,158.5
-123.086101,38.703368,158.5
-123.086097,38.703368,158.6
-123.086094,38.703367,158.6
-123.086093,38.703367,158.6
-123.086093,38.703365,158.7
-123.086093,38.703363,158.7
-123.086092,38.703363,158.7
-123.086094,38.703363,158.8
-123.086094,38.703362,158.8
-123.086102,38.70337,159.0
-123.086098,38.703372,159.0
-123.086096,38.703374,159.1
-123.086094,38.703372,159.1
-123.086098,38.703375,159.2
-123.086098,38.703375,159.2
-123.086098,38.703377,159.2
-123.086097,38.703378,159.3
-123.086098,38.703378,159.3
-123.086097,38.703379,159.3
-123.086096,38.703376,159.3
-123.086096,38.703374,159.4
-123.086099,38.703379,159.5
-123.086101,38.703385,159.6
-123.086101,38.703384,159.6
-123.0861,38.703386,159.6
-123.086096,38.703385,159.7
-123.086096,38.703383,159.7
-123.086101,38.70338,159.8
-123.086101,38.70338,159.8
-123.086105,38.703379,159.9
-123.086105,38.703381,159.9
-123.086105,38.703383,160.0
-123.086101,38.703381,160.0
-123.0861,38.703378,160.1
-123.086102,38.703376,160.1
-123.086103,38.703376,160.1
-123.086104,38.703376,160.1
-123.0861,38.703373,160.2
-123.086099,38.703371,160.2
-123.086098,38.703371,160.3
-123.086099,38.70337,160.3
-123.086102,38.703372,160.3
-123.086104,38.703374,160.4
-123.086108,38.703375,160.4
-123.08611,38.703375,160.4
-123.086111,38.703374,160.5
-123.086112,38.703374,160.5
-123.086113,38.703373,160.5
-123.086117,38.703378,160.6
-123.086113,38.703371,160.7
-123.086106,38.703369,160.8
-123.086101,38.703373,160.9
-123.086096,38.703373,161.0
-123.08609,38.703375,161.0
-123.086083,38.703376,161.1
-123.086079,38.703377,161.2
-123.086077,38.703376,161.2
-123.086076,38.703379,161.2
-123.086074,38.703381,161.3
-123.086061,38.703388,161.5
-123.086047,38.703394,161.6
-123.086033,38.703399,161.8
-123.086029,38.703405,161.9
-123.086019,38.70341,162.0
-123.086007,38.703413,162.2
-123.085995,38.703419,162.3
-123.08599,38.703423,162.4
-123.085992,38.703426,162.4
-123.086005,38.703426,162.6
-123.086012,38.703428,162.7
-123.086011,38.703433,162.7
-123.08601,38.703437,162.8
-123.086009,38.703439,162.8
-123.086009,38.703442,162.9
-123.086011,38.703445,162.9
-123.086011,38.703445,162.9
-123.086014,38.703448,163.0
-123.086016,38.703448,163.0
-123.086016,38.703448,163.0
-123.086017,38.703449,163.0
-123.086018,38.70345,163.0
-123.086017,38.703451,163.0
-123.086017,38.703453,163.1
-123.086017,38.703453,163.1
-123.086014,38.703453,163.1
-123.086013,38.703452,163.1
-123.086011,38.70345,163.1
-123.08601,38.703448,163.2
-123.08601,38.70345,163.2
-123.086008,38.703452,163.2
-123.086006,38.703452,163.2
-123.086007,38.703452,163.2
-123.086007,38.703452,163.2
-123.086007,38.703452,163.2
-123.086006,38.703453,163.3
-123.086003,38.703455,163.3
-123.086001,38.703457,163.3
-123.086001,38.703461,163.4
-123.086002,38.703467,163.5
-123.085998,38.703467,163.5
-123.085994,38.703468,163.5
-123.085992,38.703465,163.6
-123.085988,38.703463,163.6
-123.085985,38.703459,163.7
-123.085979,38.703457,163.7
-123.085972,38.703456,163.8
-123.085967,38.703458,163.9
-123.085963,38.70346,163.9
-123.085961,38.70346,163.9
-123.085959,38.703456,164.0
-123.085959,38.703453,164.0
-123.085959,38.703455,164.0
-123.085957,38.703455,164.0
-123.085956,38.703454,164.1
-123.085957,38.703451,164.1
-123.085957,38.703451,164.1
-123.085954,38.703447,164.2
-123.085954,38.703448,164.2
-123.085953,38.703447,164.2
-123.085954,38.703447,164.2
-123.085953,38.703451,164.2
-123.085953,38.703451,164.2
-123.085954,38.703451,164.2
-123.085954,38.703452,164.3
-123.085956,38.703453,164.3
-123.085959,38.703458,164.3
-123.085958,38.703459,164.4
-123.085959,38.70346,164.4
-123.085957,38.703461,164.4
-123.085957,38.703461,164.4
-123.085958,38.703462,164.4
-123.085958,38.70346,164.4
-123.085958,38.70346,164.4
-123.085958,38.70346,164.4
-123.085958,38.703459,164.4
-123.085957,38.703455,164.5
-123.085956,38.703452,164.5
-123.085959,38.703451,164.6
-123.085964,38.703452,164.6
-123.085971,38.703457,164.7
-123.085972,38.70346,164.7
-123.085975,38.703462,164.8
-123.085978,38.703465,164.8
-123.085976,38.703464,164.8
-123.085974,38.703462,164.9
-123.085974,38.703462,164.9
-123.085972,38.70346,164.9
-123.08597,38.703458,164.9
-123.085968,38.703459,164.9
-123.085964,38.703455,165.0
-123.085958,38.703457,165.1
-123.085953,38.703453,165.1
-123.08595,38.703448,165.2
-123.085945,38.703443,165.3
-123.085943,38.703442,165.3
-123.085941,38.703442,165.3
-123.085942,38.703441,165.3
-123.085941,38.703439,165.3
-123.085945,38.703436,165.4
-123.085952,38.703436,165.4
-123.085956,38.703437,165.5
-123.08596,38.703437,165.5
-123.085963,38.703441,165.6
-123.085965,38.703443,165.6
-123.085966,38.703442,165.6
-123.085969,38.703441,165.6
-123.085969,38.70344,165.7
-123.085974,38.703445,165.7
-123.085975,38.703446,165.8
-123.085975,38.703449,165.8
-123.085977,38.703449,165.8
-123.085977,38.703446,165.9
-123.085975,38.703447,165.9
-123.085974,38.703445,165.9
-123.085974,38.703445,165.9
-123.085973,38.703445,165.9
-123.085972,38.703446,165.9
-123.085972,38.703447,165.9
-123.085968,38.703443,166.0
-123.085968,38.703441,166.0
-123.085968,38.703439,166.1
-123.085969,38.703438,166.1
-123.085971,38.703435,166.1
-123.085973,38.70343,166.2
-123.085978,38.703427,166.2
-123.085978,38.703423,166.3
-123.085981,38.703425,166.3
-123.085979,38.703423,166.4
-123.085978,38.703424,166.4
-123.085979,38.703425,166.4
-123.085978,38.703425,166.4
-123.085978,38.703423,166.4
-123.085975,38.703424,166.5
-123.085978,38.703428,166.5
-123.08598,38.703425,166.5
-123.085981,38.703423,166.6
-123.085989,38.70342,166.7
-123.085996,38.703417,166.7
-123.086002,38.703414,166.8
-123.086008,38.703415,166.9
-123.086011,38.703412,166.9
-123.086019,38.703414,166.9
-123.086022,38.703415,166.9
-123.086022,38.703419,167.0
-123.08602,38.703422,167.0
-123.086015,38.703428,167.1
-123.086014,38.703434,167.2
-123.086013,38.703438,167.2
-123.086011,38.703439,167.2
-123.086009,38.703436,167.3
-123.086006,38.703434,167.3
-123.085995,38.703423,167.5
-123.086003,38.703417,167.6
-123.086013,38.703418,167.7
-123.086008,38.703417,167.7
-123.086007,38.703419,167.7
-123.086004,38.703425,167.8
-123.085998,38.703427,167.9
-123.085994,38.70343,167.9
-123.085991,38.703431,167.9
-123.085991,38.703431,167.9
-123.085988,38.703429,168.0
-123.085987,38.703429,168.0
-123.08599,38.703425,168.0
-123.086008,38.703425,168.2
-123.086022,38.703421,168.3
-123.086037,38.703421,168.5
-123.086056,38.70343,168.7
-123.086069,38.703438,168.8
-123.086079,38.703447,168.9
-123.086079,38.703464,169.1
-123.086078,38.703476,169.3
-123.086077,38.703486,169.4
-123.086073,38.703495,169.5
-123.086069,38.703503,169.6
-123.086066,38.703513,169.7
-123.08606,38.703522,169.8
-123.086053,38.703535,170.0
-123.086045,38.703545,170.1
-123.086035,38.703557,170.3
-123.086024,38.703573,170.4
-123.086017,38.703588,170.6
-123.086008,38.703603,170.8
-123.086001,38.703617,171.0
-123.085993,38.703627,171.1
-123.085986,38.703637,171.2
-123.085982,38.703648,171.3
-123.085974,38.703656,171.4
-123.085965,38.703665,171.5
-123.085955,38.703674,171.6
-123.085942,38.703683,171.8
-123.085928,38.703693,171.9
-123.085915,38.703704,172.0
-123.0859,38.703713,172.1
-123.085885,38.703723,172.3
-123.085875,38.703737,172.4
-123.085865,38.703751,172.5
-123.085857,38.703767,172.6
-123.08585,38.703782,172.7
-123.085846,38.703797,172.9
-123.085843,38.703814,173.0
-123.085844,38.703832,173.1
-123.085844,38.703847,173.2
-123.085844,38.703855,173.3
-123.085842,38.703868,173.4
-123.085838,38.70388,173.5
-123.08583,38.703892,173.6
-123.085823,38.703906,173.7
-123.085809,38.703916,173.8
-123.085794,38.703927,174.0
-123.085778,38.703938,174.1
-123.08576,38.703952,174.3
-123.085745,38.703963,174.4
-123.085733,38.703974,174.6
-123.085714,38.70398,174.7
-123.085694,38.703982,174.9
-123.085676,38.703986,175.0
-123.085661,38.703986,175.1
-123.085643,38.703985,175.3
-123.085622,38.703985,175.5
-123.085598,38.703982,175.7
-123.085578,38.703983,175.8
-123.085563,38.703984,176.0
-123.085549,38.703983,176.1
-123.085531,38.703979,176.3
-123.085514,38.703976,176.4
-123.085496,38.703972,176.6
-123.085478,38.703967,176.7
-123.08546,38.703964,176.9
-123.085441,38.703958,177.0
-123.085426,38.703952,177.2
-123.08541,38.703946,177.3
-123.085391,38.703937,177.5
-123.085373,38.70393,177.7
-123.085354,38.703925,177.8
-123.085337,38.703919,178.0
-123.085321,38.703912,178.1
-123.085305,38.703906,178.2
-123.08529,38.703897,178.4
-123.085273,38.703888,178.5
-123.08526,38.703881,178.6
-123.085245,38.703875,178.7
-123.085228,38.70387,178.8
-123.085213,38.703866,178.9
-123.085198,38.703866,179.0
-123.085182,38.703866,179.1
-123.085166,38.703867,179.2
-123.085151,38.703867,179.2
-123.085134,38.703865,179.3
-123.085117,38.70386,179.4
-123.085098,38.703857,179.5
-123.085075,38.703856,179.5
-123.085052,38.703857,179.6
-123.085031,38.703858,179.6
-123.08501,38.703859,179.7
-123.084988,38.703856,179.7
-123.084966,38.703853,179.7
-123.084946,38.70385,179.7
-123.084928,38.703845,179.7
-123.084914,38.703843,179.6
-123.084897,38.70384,179.6
-123.084877,38.703836,179.5
-123.084858,38.703831,179.4
-123.08484,38.703826,179.3
-123.084821,38.703824,179.2
-123.084804,38.703821,179.1
-123.084789,38.703823,179.0
-123.084773,38.703826,178.9
-123.084756,38.703825,178.7
-123.084736,38.703825,178.6
-123.084715,38.703825,178.4
-123.084696,38.703826,178.2
-123.084675,38.703825,178.0
-123.084653,38.703823,177.7
-123.084636,38.703822,177.5
